ID,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
11,Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,2,2,5918,842,5076,0.56,1292,26,0.733,0.142,0.00013897,0.99986
12,Existing Customer,46,M,4,Graduate,Single,$40K - $60K,Blue,41,5,3,2,6741,1745,4996,0.559,1682,46,0.438,0.259,0.00018864,0.99981
13,Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,36,6,1,2,3880,1542,2338,1.015,1598,39,0.5,0.397,5.5559E-05,0.99994
14,Existing Customer,57,F,2,Unknown,Married,Less than $40K,Blue,45,4,2,0,2494,1639,855,0.858,1555,39,0.625,0.657,4.6151E-05,0.99995
15,Existing Customer,38,M,1,High School,Married,$80K - $120K,Blue,23,4,3,2,22149,987,21162,1.633,2409,36,0.8,0.045,0.00016413,0.99984
16,Existing Customer,50,M,3,Graduate,Divorced,$80K - $120K,Blue,36,4,3,1,34516,1542,32974,0.869,1770,65,0.585,0.045,0.00011256,0.99989
17,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,51,3,2,0,5450,967,4483,0.701,1526,45,0.8,0.177,3.6029E-05,0.99996
18,Attrited Customer,43,M,3,Unknown,Married,$40K - $60K,Blue,35,2,2,3,1438.3,0,1438.3,0.694,891,28,0.4,0,0.99544,0.00455805
19,Existing Customer,44,F,5,Unknown,Single,Less than $40K,Blue,24,4,3,3,2003,1224,779,0.646,1756,42,0.355,0.611,0.00034328,0.99966
20,Existing Customer,39,M,2,Uneducated,Single,$40K - $60K,Blue,32,6,3,2,7723,1902,5821,1.181,1241,22,1,0.246,0.00018494,0.99982
21,Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,23,4,1,1,18226,1847,16379,0.845,1681,43,0.87,0.101,3.2291E-05,0.99997
22,Existing Customer,44,F,4,College,Married,Less than $40K,Blue,39,4,2,2,8128,1846,6282,0.857,1224,32,0.778,0.227,0.00011605,0.99988
23,Existing Customer,43,M,3,High School,Married,$80K - $120K,Blue,32,6,2,3,5851,1660,4191,0.786,1572,38,0.52,0.284,0.00019311,0.99981
24,Existing Customer,54,M,1,Post-Graduate,Single,$80K - $120K,Blue,40,6,3,3,10260,942,9318,1.042,1566,50,0.562,0.092,0.00033411,0.99967
25,Existing Customer,38,F,3,Unknown,Single,Unknown,Blue,32,5,1,0,26945,727,26218,0.687,1579,40,0.6,0.027,2.3172E-05,0.99998
26,Existing Customer,55,M,2,Unknown,Single,$60K - $80K,Blue,36,6,3,3,2243,1418,825,0.39,1334,31,0.409,0.632,0.00033251,0.99967
27,Existing Customer,42,M,5,Unknown,Unknown,$120K +,Blue,36,4,1,2,34516,1839,32677,0.69,1230,34,0.889,0.053,6.2502E-05,0.99994
28,Attrited Customer,56,M,3,Unknown,Married,$60K - $80K,Blue,45,5,3,2,12248,0,12248,0.894,767,25,0.562,0,0.99515,0.00484967
29,Attrited Customer,59,F,1,Unknown,Married,Unknown,Blue,50,3,2,3,1438.3,0,1438.3,0.57,724,16,0.231,0,0.99496,0.00504
30,Existing Customer,46,M,4,Uneducated,Single,$80K - $120K,Blue,28,4,3,2,19843,1178,18665,0.909,1638,49,0.633,0.059,0.00019396,0.99981
31,Existing Customer,55,F,2,Post-Graduate,Married,Less than $40K,Blue,45,3,3,3,2163,0,2163,0.816,1349,47,0.88,0,0.00035594,0.99964
32,Existing Customer,52,M,1,Doctorate,Married,$120K +,Blue,41,4,2,2,33864,989,32875,1.219,1751,48,0.92,0.029,0.0001546,0.99985
33,Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,26,3,1,2,4531,1214,3317,0.813,1414,40,0.333,0.268,5.5077E-05,0.99994
34,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,26,5,2,3,2950,1705,1245,0.605,1260,32,0.6,0.578,0.00020077,0.9998
35,Attrited Customer,43,F,4,College,Married,Less than $40K,Blue,23,6,2,3,7706,392,7314,0.764,965,27,0.421,0.051,0.9949,0.0051
36,Existing Customer,47,F,1,High School,Unknown,Unknown,Blue,36,5,1,0,25657,2216,23441,0.856,1121,25,0.667,0.086,1.8538E-05,0.99998
37,Existing Customer,42,F,4,Unknown,Divorced,Unknown,Blue,36,5,3,2,17536,1525,16011,0.859,1411,28,0.474,0.087,0.00020735,0.99979
38,Existing Customer,39,M,1,College,Single,$40K - $60K,Blue,24,4,3,3,3770,1197,2573,0.621,1602,49,0.441,0.318,0.00027607,0.99972
39,Existing Customer,50,M,1,Uneducated,Single,$60K - $80K,Blue,45,5,2,2,10344,1274,9070,0.445,1617,47,0.424,0.123,0.00010985,0.99989
40,Existing Customer,57,M,2,Post-Graduate,Divorced,$120K +,Blue,51,4,1,1,26437,1472,24965,0.742,1244,36,0.5,0.056,3.9082E-05,0.99996
41,Existing Customer,41,M,4,Unknown,Married,Less than $40K,Blue,30,4,6,1,2450,1967,483,0.589,1263,29,0.611,0.803,9.8714E-05,0.9999
42,Existing Customer,52,F,1,High School,Married,$40K - $60K,Blue,36,5,1,2,3136,1864,1272,0.693,1036,25,0.25,0.594,5.0256E-05,0.99995
43,Existing Customer,43,M,2,High School,Single,$60K - $80K,Blue,36,4,3,2,6976,0,6976,0.519,1217,39,1.438,0,0.00017486,0.99983
44,Existing Customer,42,M,3,High School,Single,$80K - $120K,Blue,36,4,3,1,21134,1508,19626,0.505,1556,35,0.842,0.071,0.00010943,0.99989
45,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,53,6,2,3,2019,1380,639,1.158,2005,62,0.59,0.684,0.00019683,0.9998
46,Existing Customer,42,M,4,College,Married,$80K - $120K,Blue,34,3,2,3,34516,668,33848,0.678,1698,67,0.763,0.019,0.00019519,0.9998
47,Existing Customer,55,M,1,Post-Graduate,Married,$80K - $120K,Blue,45,5,3,3,9959,1890,8069,1.043,2041,45,0.875,0.19,0.00033411,0.99967
48,Existing Customer,38,M,2,Unknown,Single,$80K - $120K,Blue,28,4,3,2,20241,1203,19038,0.66,1102,31,0.632,0.059,0.00019771,0.9998
49,Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,28,3,1,2,2421,1747,674,0.691,1346,30,1.308,0.722,5.5077E-05,0.99994
50,Existing Customer,48,M,4,Uneducated,Married,$80K - $120K,Blue,37,5,6,3,30948,2404,28544,0.609,1511,35,0.207,0.078,0.00025751,0.99974
51,Existing Customer,32,F,1,Unknown,Married,Less than $40K,Blue,22,3,3,2,2642,2035,607,1.119,1761,42,0.909,0.77,0.00018558,0.99981
52,Existing Customer,33,F,2,High School,Single,Less than $40K,Blue,36,4,1,1,8070,2350,5720,1.03,2117,61,0.649,0.291,3.2288E-05,0.99997
53,Attrited Customer,58,M,2,Graduate,Married,$40K - $60K,Blue,48,2,3,3,4085,2238,1847,0.568,596,15,0.5,0.548,0.99671,0.00329379
54,Existing Customer,26,M,0,Unknown,Single,$40K - $60K,Blue,19,5,2,2,2187,1597,590,0.777,2560,46,0.314,0.73,0.00010736,0.99989
55,Existing Customer,46,M,0,Unknown,Married,$60K - $80K,Gold,36,3,3,2,34516,1092,33424,0.737,1409,39,0.345,0.032,0.00019547,0.9998
56,Existing Customer,39,F,1,Graduate,Married,Unknown,Blue,29,4,3,2,3358,1758,1600,0.723,1759,33,0.737,0.524,0.00016883,0.99983
57,Existing Customer,36,F,1,College,Single,$40K - $60K,Blue,25,6,3,3,1888,0,1888,0.928,1886,66,0.65,0,0.00027607,0.99972
58,Attrited Customer,43,M,2,Uneducated,Married,$60K - $80K,Blue,24,2,3,3,14447,0,14447,0.856,915,29,2.222,0,0.9968,0.00320374
59,Existing Customer,45,M,2,Unknown,Single,$60K - $80K,Silver,26,6,3,2,32349,1630,30719,0.646,1343,41,0.519,0.05,0.00017865,0.99982
60,Existing Customer,51,F,3,College,Married,Unknown,Blue,36,3,2,3,12605,1449,11156,0.703,1870,56,0.647,0.115,0.00019313,0.99981
61,Existing Customer,62,F,0,Unknown,Married,$40K - $60K,Blue,36,4,2,2,2964,2400,564,1.296,1557,25,1.778,0.81,0.00010736,0.99989
62,Existing Customer,58,M,0,Uneducated,Married,$80K - $120K,Blue,38,6,3,3,3785,1935,1850,1.558,1824,49,1.45,0.511,0.00026692,0.99973
63,Existing Customer,42,M,4,Graduate,Single,$60K - $80K,Blue,36,5,1,0,2727,834,1893,0.568,1294,26,0.444,0.306,2.1307E-05,0.99998
64,Existing Customer,49,M,4,Doctorate,Married,$60K - $80K,Blue,44,3,1,1,3343,1581,1762,1.146,1545,31,0.824,0.473,5.0408E-05,0.99995
65,Attrited Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,35,6,3,1,9786,0,9786,0.701,820,25,0.562,0,0.99143,0.00857
66,Existing Customer,45,F,2,High School,Married,$40K - $60K,Blue,36,4,1,3,6407,1884,4523,0.678,1675,47,0.469,0.294,9.0056E-05,0.99991
67,Existing Customer,29,M,2,High School,Married,$80K - $120K,Blue,15,6,2,2,4158,1635,2523,0.778,1678,37,0.542,0.393,0.00011065,0.99989
68,Existing Customer,60,M,1,Doctorate,Married,$120K +,Blue,50,6,1,2,21697,2144,19553,0.654,2117,48,0.655,0.099,7.4811E-05,0.99993
69,Existing Customer,50,M,3,Post-Graduate,Single,$80K - $120K,Blue,40,5,2,2,31383,1688,29695,0.765,1721,56,0.75,0.054,0.00013897,0.99986
70,Existing Customer,53,M,3,Doctorate,Single,$120K +,Blue,36,3,1,0,30883,1694,29189,0.86,1267,23,0.533,0.055,3.0508E-05,0.99997
71,Existing Customer,45,M,3,Unknown,Married,$80K - $120K,Blue,38,6,3,1,12918,1345,11573,1.061,1562,33,1.2,0.104,0.00012373,0.99988
72,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,37,3,3,0,8520,814,7706,0.504,1193,35,0.346,0.096,6.8225E-05,0.99993
73,Existing Customer,46,M,2,Doctorate,Single,$80K - $120K,Blue,34,4,3,2,14310,694,13616,0.558,1254,34,0.478,0.048,0.00026028,0.99974
74,Existing Customer,61,M,0,Post-Graduate,Married,Unknown,Blue,53,6,2,3,14434,1927,12507,2.675,1731,32,3.571,0.134,0.0001933,0.99981
75,Existing Customer,46,M,4,College,Single,$120K +,Blue,36,5,2,1,7793,1705,6088,0.597,1099,39,0.696,0.219,6.9988E-05,0.99993
76,Attrited Customer,62,F,1,High School,Married,Unknown,Blue,56,2,1,2,8990,0,8990,0.935,747,19,0.583,0,0.98049,0.01951
77,Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,33,6,2,3,4343,0,4343,0.563,1352,35,0.944,0,0.00019864,0.9998
78,Existing Customer,54,M,4,Graduate,Married,$120K +,Blue,50,4,2,0,2872,2035,837,0.613,1770,47,0.741,0.709,4.4033E-05,0.99996
79,Existing Customer,50,M,2,Unknown,Single,$120K +,Blue,36,5,1,3,9697,0,9697,0.759,1812,50,0.923,0,0.00010183,0.9999
80,Existing Customer,35,M,2,High School,Married,$40K - $60K,Blue,21,3,3,1,2967,1843,1124,0.681,1673,58,0.526,0.621,0.00010545,0.99989
81,Existing Customer,35,M,3,Doctorate,Single,$40K - $60K,Blue,23,4,3,2,2148,1545,603,0.682,2167,65,0.512,0.719,0.00027008,0.99973
82,Existing Customer,36,F,1,High School,Single,Less than $40K,Blue,36,6,3,1,6116,2517,3599,0.691,2369,56,0.75,0.412,9.8983E-05,0.9999
83,Existing Customer,42,M,3,Unknown,Married,$80K - $120K,Blue,36,5,2,2,18085,1487,16598,0.792,1582,47,1.043,0.082,0.00012982,0.99987
84,Existing Customer,39,F,2,Unknown,Married,Less than $40K,Blue,32,6,3,0,2524,1395,1129,1.048,1800,33,0.5,0.553,7.2936E-05,0.99993
85,Existing Customer,50,M,1,Unknown,Married,$80K - $120K,Blue,45,5,2,2,33951,0,33951,0.822,1567,44,0.467,0,0.00011743,0.99988
86,Attrited Customer,43,M,3,Doctorate,Single,$60K - $80K,Blue,35,3,3,2,3312,0,3312,0.698,647,19,0.462,0,0.99631,0.00368792
87,Existing Customer,39,F,1,High School,Single,$40K - $60K,Blue,20,3,2,2,9956,1117,8839,0.515,1447,39,0.696,0.112,0.00010386,0.9999
88,Existing Customer,47,M,2,Post-Graduate,Married,Less than $40K,Blue,36,6,1,3,3888,1663,2225,0.664,1145,37,0.423,0.428,0.000109,0.99989
89,Existing Customer,60,M,1,Post-Graduate,Single,$80K - $120K,Blue,48,3,1,3,30655,0,30655,0.475,3280,78,0.625,0,0.00010231,0.9999
90,Existing Customer,30,M,2,High School,Married,Less than $40K,Blue,23,4,2,0,2997,1393,1604,1.12,1577,35,0.522,0.465,4.0816E-05,0.99996
91,Existing Customer,44,M,4,Unknown,Single,$60K - $80K,Blue,24,5,3,2,11042,2211,8831,0.897,1140,25,0.786,0.2,0.00020735,0.99979
92,Existing Customer,52,M,0,Graduate,Single,$120K +,Blue,41,6,3,2,3386,1794,1592,0.671,1736,40,1.105,0.53,0.00015435,0.99985
93,Existing Customer,45,F,4,Unknown,Single,Less than $40K,Gold,36,6,1,3,15987,1648,14339,0.732,1436,36,1.25,0.103,0.00012303,0.99988
94,Existing Customer,40,M,4,Graduate,Divorced,$120K +,Blue,30,5,3,3,25188,1295,23893,0.557,1513,38,0.583,0.051,0.00031726,0.99968
95,Existing Customer,36,F,3,Post-Graduate,Single,Less than $40K,Blue,23,6,2,1,2410,1705,705,0.798,2505,69,0.568,0.707,8.381E-05,0.99992
96,Existing Customer,65,F,0,High School,Married,Unknown,Blue,53,4,3,0,4315,717,3598,0.808,1723,51,0.5,0.166,5.5353E-05,0.99994
97,Existing Customer,35,F,0,Unknown,Married,Less than $40K,Blue,24,6,1,1,2592,2227,365,0.633,1695,48,0.548,0.859,3.1329E-05,0.99997
98,Existing Customer,54,F,2,Unknown,Divorced,$40K - $60K,Blue,49,5,3,2,5476,2517,2959,0.967,1532,44,0.692,0.46,0.00019771,0.9998
99,Existing Customer,53,M,3,Unknown,Married,$80K - $120K,Blue,43,5,3,0,2464,2116,348,0.744,2110,43,1.048,0.859,7.5683E-05,0.99992
100,Existing Customer,62,F,1,College,Married,Less than $40K,Blue,44,3,2,3,2378,1610,768,0.448,1807,45,0.607,0.677,0.0001747,0.99983
101,Existing Customer,40,M,2,Unknown,Single,$120K +,Blue,21,6,4,3,20056,1602,18454,0.466,1687,46,0.533,0.08,0.00040183,0.9996
102,Existing Customer,41,M,4,High School,Married,$60K - $80K,Blue,36,4,2,2,8013,2025,5988,0.789,1481,45,0.452,0.253,0.00011604,0.99988
103,Existing Customer,53,M,2,Unknown,Married,$120K +,Blue,49,6,2,3,3386,1984,1402,0.573,1318,37,0.194,0.586,0.00021042,0.99979
104,Existing Customer,30,M,1,High School,Married,$60K - $80K,Blue,17,3,3,2,7906,1631,6275,0.889,1946,45,0.552,0.206,0.00016413,0.99984
105,Existing Customer,46,M,3,Uneducated,Divorced,$60K - $80K,Blue,34,4,3,0,11501,713,10788,0.84,1481,41,0.519,0.062,7.0795E-05,0.99993
106,Existing Customer,29,M,0,Post-Graduate,Single,$40K - $60K,Blue,19,4,1,2,13632,1482,12150,0.893,2168,42,2.5,0.109,5.5613E-05,0.99994
107,Existing Customer,37,F,3,Uneducated,Married,Less than $40K,Blue,27,6,1,3,2229,1791,438,1.139,1583,32,0.6,0.803,9.8837E-05,0.9999
108,Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,40,4,1,1,5158,2190,2968,0.426,1229,34,0.478,0.425,3.0307E-05,0.99997
109,Existing Customer,31,M,0,Graduate,Married,$40K - $60K,Blue,21,3,3,0,2158,1729,429,1.1,1718,42,0.448,0.801,5.694E-05,0.99994
110,Existing Customer,45,M,2,Uneducated,Unknown,$80K - $120K,Blue,41,6,2,2,23271,1262,22009,0.718,1402,34,0.889,0.054,0.00011703,0.99988
111,Attrited Customer,57,M,1,Graduate,Single,$80K - $120K,Blue,36,2,3,2,10244,861,9383,0.78,1127,29,0.381,0.084,0.99411,0.00589
112,Existing Customer,43,M,3,Unknown,Divorced,$60K - $80K,Blue,30,3,2,1,2588,1669,919,0.788,1053,31,0.55,0.645,7.8291E-05,0.99992
113,Existing Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,27,4,2,3,10747,1603,9144,0.471,1340,25,0.923,0.149,0.00019864,0.9998
114,Attrited Customer,53,M,2,High School,Married,$120K +,Blue,46,4,3,1,7474,0,7474,0.858,732,21,0.615,0,0.99061,0.00939
115,Existing Customer,32,F,3,Graduate,Single,Less than $40K,Blue,36,3,1,3,3555,0,3555,0.813,2346,71,0.651,0,9.6126E-05,0.9999
116,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,38,6,3,2,22140,733,21407,0.987,1580,45,0.667,0.033,0.00016883,0.99983
117,Attrited Customer,54,M,3,High School,Married,$80K - $120K,Blue,36,2,3,4,9457,350,9107,1.024,1196,28,0.333,0.037,0.99808,0.00191647
118,Existing Customer,42,M,3,Uneducated,Unknown,Less than $40K,Blue,35,4,5,0,6218,2134,4084,1.25,2086,50,0.786,0.343,7.9073E-05,0.99992
119,Existing Customer,38,F,1,College,Married,Less than $40K,Blue,25,3,3,1,2580,2265,315,0.824,1665,57,0.629,0.878,9.8992E-05,0.9999
120,Existing Customer,44,M,2,Unknown,Married,$80K - $120K,Blue,39,6,2,2,1438.3,0,1438.3,0.871,1495,39,0.393,0,0.00012511,0.99987
121,Existing Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,43,6,3,1,6224,1892,4332,0.983,2187,58,0.657,0.304,0.00010848,0.99989
122,Existing Customer,37,F,4,High School,Single,$40K - $60K,Blue,36,5,3,1,3093,2517,576,0.855,1371,23,0.917,0.814,0.0001106,0.99989
123,Existing Customer,48,F,2,Graduate,Married,$40K - $60K,Blue,42,4,3,3,4076,0,4076,0.808,1235,37,0.682,0,0.00030251,0.9997
124,Existing Customer,55,F,3,Graduate,Married,Unknown,Blue,36,3,2,0,4861,1123,3738,0.938,1556,40,0.538,0.231,4.3568E-05,0.99996
125,Existing Customer,43,F,1,Graduate,Unknown,Unknown,Blue,36,6,3,3,9851,0,9851,1.034,1212,24,0.6,0,0.00028395,0.99972
126,Existing Customer,37,M,1,High School,Single,$60K - $80K,Blue,26,4,3,2,7349,2517,4832,0.877,2701,60,0.714,0.342,0.00016413,0.99984
127,Existing Customer,34,M,2,High School,Married,$60K - $80K,Blue,28,3,3,3,2853,2420,433,0.858,1750,47,0.808,0.848,0.00029408,0.99971
128,Existing Customer,46,F,4,Graduate,Single,Unknown,Blue,36,4,3,2,17023,1084,15939,0.928,1610,43,0.387,0.064,0.00018864,0.99981
129,Existing Customer,32,M,1,Unknown,Single,$40K - $60K,Blue,24,6,2,3,10060,2322,7738,0.894,2184,63,1.032,0.231,0.00019751,0.9998
130,Existing Customer,53,M,3,Unknown,Married,$40K - $60K,Blue,41,6,1,2,1595,870,725,0.694,1745,41,0.577,0.545,6.282E-05,0.99994
131,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,38,3,2,1,8475,1385,7090,0.611,1381,40,0.481,0.163,7.1226E-05,0.99993
132,Existing Customer,38,M,1,College,Married,Less than $40K,Blue,25,6,3,3,5559,658,4901,0.627,1793,37,0.947,0.118,0.00027607,0.99972
133,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,22,3,3,2,2917,2127,790,1.074,1831,36,1,0.729,0.00015435,0.99985
134,Existing Customer,38,M,2,Unknown,Single,$60K - $80K,Blue,36,3,3,3,6692,2037,4655,0.401,1468,36,0.241,0.304,0.00033251,0.99967
135,Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,28,2,2,3,8551,1067,7484,0.931,1097,32,0.778,0.125,0.99499,0.00501
136,Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,36,6,2,3,10569,0,10569,0.838,1682,44,1,0,0.00019311,0.99981
137,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,36,5,2,2,7051,0,7051,0.527,1451,37,0.194,0,0.00011811,0.99988
138,Existing Customer,56,M,1,College,Married,$60K - $80K,Blue,46,3,2,1,10117,2242,7875,0.662,1509,44,0.467,0.222,6.2639E-05,0.99994
139,Existing Customer,47,M,2,Uneducated,Unknown,$60K - $80K,Blue,36,6,2,1,8311,0,8311,0.584,1895,57,0.425,0,7.0576E-05,0.99993
140,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,41,5,3,2,26442,1642,24800,0.651,1403,40,0.429,0.062,0.00018864,0.99981
141,Existing Customer,64,F,0,Graduate,Married,Less than $40K,Blue,51,6,3,1,4920,1142,3778,0.507,1420,31,0.348,0.232,9.3087E-05,0.99991
142,Existing Customer,37,F,3,Unknown,Married,Less than $40K,Blue,25,6,2,1,1438.3,674,764.3,2.18,1717,31,0.722,0.469,7.8291E-05,0.99992
143,Existing Customer,42,M,1,College,Married,$60K - $80K,Silver,29,5,2,2,26750,1204,25546,0.428,1131,29,0.318,0.045,9.3852E-05,0.99991
144,Existing Customer,41,M,4,College,Married,$80K - $120K,Silver,34,4,3,3,34516,1347,33169,0.801,1005,22,1,0.039,0.00027871,0.99972
145,Existing Customer,65,F,0,High School,Married,Less than $40K,Blue,36,3,3,2,1438.3,747,691.3,0.491,948,24,0.714,0.519,0.00015005,0.99985
146,Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,41,6,2,2,1869,758,1111,0.91,1549,34,0.478,0.406,0.00013897,0.99986
147,Attrited Customer,54,M,5,High School,Married,$60K - $80K,Blue,36,5,2,3,14539,0,14539,0.907,965,26,0.529,0,0.99482,0.00518
148,Existing Customer,46,M,3,Uneducated,Single,$120K +,Blue,36,5,1,3,26977,1961,25016,0.641,1958,41,1.05,0.073,9.8837E-05,0.9999
149,Existing Customer,50,M,2,Unknown,Married,$40K - $60K,Blue,36,3,1,3,5426,1478,3948,0.664,1266,22,0.571,0.272,0.00010183,0.9999
150,Existing Customer,50,F,3,Unknown,Married,Less than $40K,Blue,34,6,1,3,7623,2517,5106,1.007,1367,29,1.071,0.33,0.00010566,0.99989
151,Existing Customer,48,F,1,Doctorate,Married,Less than $40K,Blue,39,3,3,3,4844,1576,3268,0.809,1489,48,0.6,0.325,0.00041087,0.99959
152,Existing Customer,62,F,0,Unknown,Married,Unknown,Blue,52,6,1,1,2683,1707,976,1.254,1582,33,0.941,0.636,3.1329E-05,0.99997
153,Existing Customer,39,F,1,College,Married,Less than $40K,Blue,22,3,1,2,3214,2257,957,1.279,2516,42,0.75,0.702,5.0261E-05,0.99995
154,Existing Customer,46,M,1,Unknown,Married,$60K - $80K,Blue,39,4,3,3,5374,2324,3050,0.423,1557,49,0.4,0.432,0.00031211,0.99969
155,Attrited Customer,41,M,2,Uneducated,Married,$80K - $120K,Blue,33,5,3,3,8004,1452,6552,0.929,1084,32,0.524,0.181,0.9968,0.00320374
156,Existing Customer,39,F,2,Graduate,Married,Unknown,Blue,31,4,2,3,1438.3,997,441.3,1.867,2583,47,0.958,0.693,0.00019143,0.99981
157,Existing Customer,46,M,2,Unknown,Married,$80K - $120K,Blue,34,3,3,3,2925,2365,560,0.691,1371,30,0.579,0.809,0.00033251,0.99967
158,Existing Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,35,5,3,3,9235,1479,7756,0.843,1537,49,0.581,0.16,0.00031104,0.99969
159,Existing Customer,44,M,0,Uneducated,Married,Less than $40K,Blue,24,5,3,0,8837,2103,6734,0.559,3753,60,0.875,0.238,5.8546E-05,0.99994
160,Existing Customer,57,F,3,Unknown,Single,Less than $40K,Blue,29,6,1,1,8801,1421,7380,0.568,1104,31,0.292,0.161,3.7884E-05,0.99996
161,Existing Customer,40,M,3,Unknown,Single,$40K - $60K,Blue,28,4,1,1,3563,1707,1856,0.506,1482,42,0.312,0.479,3.7884E-05,0.99996
162,Existing Customer,65,F,0,High School,Married,Unknown,Blue,36,4,3,2,8138,2104,6034,0.837,1299,29,0.812,0.259,0.00015005,0.99985
163,Existing Customer,26,F,1,Graduate,Single,$40K - $60K,Blue,20,6,3,3,1438.3,673,765.3,0.595,2167,48,0.412,0.468,0.00028395,0.99972
164,Existing Customer,47,M,2,High School,Unknown,$60K - $80K,Blue,33,4,2,2,2458,1399,1059,0.739,1563,40,1.222,0.569,0.00011065,0.99989
165,Existing Customer,47,M,4,High School,Married,$60K - $80K,Blue,34,5,2,3,4592,1635,2957,0.952,1772,52,0.486,0.356,0.00019517,0.9998
166,Attrited Customer,57,F,2,High School,Married,$40K - $60K,Blue,45,2,1,3,1438.3,0,1438.3,1.036,1254,35,0.842,0,0.98902,0.01098
167,Existing Customer,31,M,1,Unknown,Married,Less than $40K,Blue,36,3,3,3,1868,1515,353,1.359,2229,35,0.667,0.811,0.00031211,0.99969
168,Existing Customer,54,M,4,Graduate,Married,$60K - $80K,Blue,49,3,1,2,5269,1099,4170,1.178,2195,63,0.969,0.209,5.7762E-05,0.99994
